sam_address_id,full_address,mailing_neighborhood,state,zip_code,x_coord,y_coord,recollect,trashday,pwd_district
437,1147 Adams St,Dorchester,MA,2124,-71.06485065,42.27318854,TH,TH,7
438,1148 Adams St,Dorchester,MA,2124,-71.06470065,42.27275954,TH,TH,7
439,115 Adams St,Dorchester,MA,2122,-71.06145324,42.30483688,W,W,3
440,1150 Adams St,Dorchester,MA,2124,-71.06488065,42.27272954,TH,TH,7
441,1154-1156 Adams St,Dorchester,MA,2124,-71.06506065,42.27267754,TH,TH,7
442,1157 Adams St,Dorchester,MA,2124,-71.06517464,42.27297349,TH,TH,7
444,1158 Adams St,Dorchester,MA,2124,-71.06522765,42.27262654,TH,TH,7
445,116 Adams St,Dorchester,MA,2122,-71.06109057,42.30492953,W,W,3
446,1161 Adams St,Dorchester,MA,2124,-71.06565966,42.27281888,TH,TH,7
447,1162-1164 Adams St,Dorchester,MA,2124,-71.06541265,42.27257854,TH,TH,7
448,1166-1168 Adams St,Dorchester,MA,2124,-71.06560065,42.27251954,TH,TH,7
450,1173 Adams St,Dorchester,MA,2124,-71.06603322,42.27272438,TH,TH,7
451,1185 Adams St,Dorchester,MA,2124,-71.06654066,42.27256954,TH,TH,7
452,1185 Adams St #1,Dorchester,MA,2124,-71.06654066,42.27256954,TH,TH,7
453,1185 Adams St #2,Dorchester,MA,2124,-71.06654066,42.27256954,TH,TH,7
454,1185 Adams St #3,Dorchester,MA,2124,-71.06654066,42.27256954,TH,TH,7
455,1185 Adams St #4,Dorchester,MA,2124,-71.06654066,42.27256954,TH,TH,7
456,1185 Adams St #5,Dorchester,MA,2124,-71.06654066,42.27256954,TH,TH,7
457,1185 Adams St #6,Dorchester,MA,2124,-71.06654066,42.27256954,TH,TH,7
458,1185 Adams St #7,Dorchester,MA,2124,-71.06654066,42.27256954,TH,TH,7
459,1185 Adams St #8,Dorchester,MA,2124,-71.06654066,42.27256954,TH,TH,7
460,1185 Adams St #9,Dorchester,MA,2124,-71.06654066,42.27256954,TH,TH,7
461,1185 Adams St #10,Dorchester,MA,2124,-71.06654066,42.27256954,TH,TH,7
462,1185 Adams St #11,Dorchester,MA,2124,-71.06654066,42.27256954,TH,TH,7
463,1185 Adams St #12,Dorchester,MA,2124,-71.06654066,42.27256954,TH,TH,7
464,1185 Adams St #14,Dorchester,MA,2124,-71.06654066,42.27256954,TH,TH,7
465,1185 Adams St #15,Dorchester,MA,2124,-71.06654066,42.27256954,TH,TH,7
466,1185 Adams St #16,Dorchester,MA,2124,-71.06654066,42.27256954,TH,TH,7
467,1185 Adams St #17,Dorchester,MA,2124,-71.06654066,42.27256954,TH,TH,7
469,1190 Adams St,Dorchester,MA,2124,-71.06612066,42.27192954,TH,TH,7
470,1197 Adams St,Dorchester,MA,2124,-71.06691066,42.27246954,TH,TH,7
471,120 Adams St,Dorchester,MA,2122,-71.06104057,42.30481953,W,W,3
472,1200 Adams St,Dorchester,MA,2124,-71.06715066,42.27203954,TH,TH,7
473,1203-1205 Adams St,Dorchester,MA,2124,-71.06729166,42.27245454,TH,TH,7
476,1213-1215 Adams St,Dorchester,MA,2124,-71.06779066,42.27246954,TH,TH,7
477,1220-1230 Adams St,Dorchester,MA,2124,-71.06769189,42.27182166,TH,TH,7
478,1231 Adams St,Mattapan,MA,2124,-71.06844051,42.27181351,W,W,7
479,1239 Adams St,Mattapan,MA,2126,-71.06845466,42.27183054,W,W,7
480,124 Adams St,Dorchester,MA,2122,-71.06101057,42.30471953,W,W,3
481,1241-1251 Adams St,Mattapan,MA,2126,-71.06943767,42.27132554,W,W,7
488,1241-1251 Adams St #F108,Mattapan,MA,2126,-71.06943767,42.27132554,W,W,7
497,1241-1251 Adams St #F205,Mattapan,MA,2126,-71.06942342,42.27130692,W,W,7
502,1241-1251 Adams St #F210,Mattapan,MA,2126,-71.06945216,42.27132608,W,W,7
529,1241-1251 Adams St #F411,Mattapan,MA,2126,-71.06943767,42.27132554,W,W,7
567,1241-1251 Adams St #PM206,Mattapan,MA,2126,-71.06943767,42.27132554,W,W,7
580,1245 Adams St,Mattapan,MA,2124,-71.06860924,42.27110928,W,W,7
581,128-136 Adams St,Dorchester,MA,2122,-71.06094057,42.30449953,TH,TH,3
582,138 Adams St,Dorchester,MA,2122,-71.06080057,42.30421953,TH,TH,3
583,140A Adams St,Dorchester,MA,2122,-71.06076057,42.30410953,TH,TH,3
584,142 Adams St,Dorchester,MA,2122,-71.06070057,42.30400953,TH,TH,3
586,15 Adams St,Dorchester,MA,2122,-71.06359057,42.30771953,W,W,3
587,150 Adams St,Dorchester,MA,2122,-71.06055057,42.30367953,TH,TH,3
588,157 Adams St,Dorchester,MA,2122,-71.06092058,42.30343953,TH,TH,3
591,159 Adams St,Dorchester,MA,2122,-71.06089058,42.30335953,TH,TH,3
592,161 Adams St,Dorchester,MA,2122,-71.06085058,42.30324953,TH,TH,3
593,174 Adams St,Dorchester,MA,2122,-71.06024568,42.30327303,TH,TH,3
594,175 Adams St,Dorchester,MA,2122,-71.06079058,42.30285953,T,T,3
595,178 Adams St,Dorchester,MA,2122,-71.06013733,42.30303244,TH,TH,3
596,180 Adams St,Dorchester,MA,2122,-71.06023058,42.30289953,TH,TH,3
597,184 Adams St,Dorchester,MA,2122,-71.06017058,42.30281953,TH,TH,3
598,186 Adams St,Dorchester,MA,2122,-71.06012057,42.30266953,TH,TH,3
599,19 Adams St,Dorchester,MA,2122,-71.06340057,42.30759953,W,W,3
600,190 Adams St,Dorchester,MA,2122,-71.06013058,42.30255953,TH,TH,3
602,192 Adams St,Dorchester,MA,2122,-71.06010058,42.30248953,TH,TH,3
603,194 Adams St,Dorchester,MA,2122,-71.06008058,42.30240953,TH,TH,3
604,195-207 Adams St,Dorchester,MA,2122,-71.06025858,42.30197353,TH,TH,3
605,196 Adams St,Dorchester,MA,2122,-71.05999058,42.30234953,TH,TH,3
606,198 Adams St,Dorchester,MA,2122,-71.06000058,42.30223953,TH,TH,3
608,21 Adams St,Dorchester,MA,2122,-71.06329057,42.30757953,W,W,3
609,215 Adams St,Dorchester,MA,2122,-71.06007058,42.30155953,TH,TH,3
610,219-223 Adams St,Dorchester,MA,2122,-71.06004922,42.30147642,TH,TH,3
611,23 Adams St,Dorchester,MA,2122,-71.06321057,42.30751953,W,W,3
612,234 Adams St,Dorchester,MA,2122,-71.05903058,42.30106353,TH,TH,3
614,235 Adams St,Dorchester,MA,2122,-71.05955658,42.30089653,TH,TH,3
615,241 Adams St,Dorchester,MA,2122,-71.05951058,42.30076953,TH,TH,3
616,248 Adams St,Dorchester,MA,2122,-71.05899158,42.30081853,TH,TH,3
617,249-257 Adams St,Dorchester,MA,2122,-71.05937758,42.30055853,TH,TH,3
618,252-254 Adams St,Dorchester,MA,2122,-71.05896058,42.30055953,TH,TH,3
619,256 Adams St,Dorchester,MA,2122,-71.05888058,42.30042953,TH,TH,3
620,261 Adams St,Dorchester,MA,2122,-71.05921058,42.30016953,F,F,7
621,263 Adams St,Dorchester,MA,2122,-71.05918058,42.30001953,F,F,7
622,264-270 Adams St,Dorchester,MA,2122,-71.05873421,42.30013007,F,F,7
623,272 Adams St,Dorchester,MA,2122,-71.05800758,42.29995552,F,F,7
